,PCB_ID,batch_id,board_number,Paste volume per aperture,Stencil thickness,Paste viscosity,Ambient RH,Ambient temperature,Peak reflow temperature,Time above liquidus,mech causes,root causes,Defect
26,PCB26,7,26,0.0390033519692022,101.97122404619496,215.67188820861475,35.97537632195088,21.750090665890635,261.3500053414176,60.16064038154859,excess reflow spreading,high peak reflow temperature,Solder Bridging
27,PCB27,7,27,0.0404508857394284,99.68759854177272,163.51860704378154,52.19648845108006,20.21970522685808,256.1112319345265,56.75819684944072,,high ambient rh; low ambient temperature,No Defect
28,PCB28,7,28,0.0415349714190157,102.19162704637276,167.04850375803616,45.23217102067302,22.0478434193011,255.1328514187495,64.14258438793507,,,No Defect
29,PCB29,7,29,0.0426080717189793,105.87938245489065,199.96415560444723,45.01718463788344,20.098173289439053,254.16165569181484,57.61862481508548,aperture overfill,high stencil thickness; low ambient temperature,Solder Bridging
30,PCB30,7,30,0.0373066856092606,99.48575519426582,201.1152234947577,26.64958239891545,25.351899812733045,257.6617718044644,65.68708380219975,,low ambient rh,No Defect
31,PCB31,7,31,0.041928771231421,104.06116861814128,176.68687853439965,40.13090624533045,22.946108281698265,254.73409052975447,62.62131288898349,,,No Defect
32,PCB32,7,32,0.0428737154491551,105.76839251993523,186.01074897803463,41.67809604945044,21.93188595349353,253.845501028372,51.04263478074695,aperture overfill,high stencil thickness,Solder Bridging
33,PCB33,7,33,0.0405440175817158,102.14942350406616,176.81161068180128,36.67415794030566,23.9385239904566,252.47415243220644,45.2527506275204,non coalescence,low time above liquidus,Open Circuit
34,PCB34,7,34,0.0382224715544161,101.85192728242082,235.60832530173093,38.04184397928816,19.912012445940384,258.5972593136755,62.5432926985486,,low ambient temperature,No Defect
35,PCB35,7,35,0.0418365344897742,104.56228510248374,205.39145787066613,48.35362291376326,18.783986222383096,257.3510519233074,69.21376080117757,,low ambient temperature,No Defect
36,PCB36,7,36,0.0403891220838101,103.78067994257891,218.65943752930608,39.43797058770826,20.56620929404428,253.7755900267376,64.77337287933943,,,No Defect
37,PCB37,7,37,0.042804266234027,104.66880495634123,176.1006093088447,47.24673324072077,20.90840113655801,257.24380254951274,60.12504206176383,aperture overfill,high stencil thickness,Solder Bridging
38,PCB38,7,38,0.0392245686306356,101.340632454462,202.8604362364648,37.061613003272456,22.21894181507268,252.9315274679537,53.72612809792108,,,No Defect
39,PCB39,7,39,0.0410815461528307,104.1909317713608,207.00195219207788,41.59590989524566,20.65178496850353,254.236243822738,60.092167461636926,,,No Defect
40,PCB40,7,40,0.041020710645775,102.760998153434,188.5534543548388,40.944504346442336,21.97872633099914,253.5128697717835,62.30006095901154,,,No Defect
41,PCB41,7,41,0.040529957556633,104.07941293330433,212.7573416475943,38.82369371011664,21.101340636538783,254.426106513756,65.69031504777548,,,No Defect
42,PCB42,7,42,0.0409311410476736,104.0263468688818,207.60993972384125,40.02588188343746,21.07319844033053,254.28473988593385,53.91800290679157,,,No Defect
43,PCB43,7,43,0.0381749570877947,100.15015693256991,208.1298154053256,36.74024616827017,21.97784713103974,253.00496213973284,56.790487205702895,,,No Defect
44,PCB44,7,44,0.0396728528235199,101.54368845662997,197.80401816087624,41.07164892546721,21.355982914891563,254.39242365677373,62.236612204056975,,,No Defect
45,PCB45,7,45,0.0405272261050616,103.43129699467322,198.5441054215269,35.78359777013168,22.86247486585858,256.37446056275604,66.19889516522781,,,No Defect
46,PCB46,7,46,0.0389687548901091,102.54532741872312,220.24218401056893,33.93316876834799,22.05747585319652,255.7557336878064,58.394747724527015,,,No Defect
47,PCB47,7,47,0.0388092907113082,99.9927314748655,192.47875591858207,40.40170254175074,21.87000739124045,253.8141174753515,54.009841037731526,,,No Defect
48,PCB48,7,48,0.0415986620805942,103.39451842221,188.1269431039828,42.067849042939386,21.68119839759436,254.90510554426385,59.044858577195264,,,No Defect
49,PCB49,7,49,0.0373252207567701,100.60361323563706,235.6760390898037,36.6933763982608,20.2900695462786,255.4725870531875,65.78326026048828,,,No Defect
50,PCB50,7,50,0.040924557193604,100.36404851582267,143.2687372605404,40.34501479962957,24.92301938811694,254.3381592413772,70.050509655591,aperture overfill,low paste viscosity,Solder Bridging
51,PCB51,7,51,0.0401353082443583,101.2298563833983,191.3903013139912,45.52449850668466,20.4538165697046,253.7153773886182,58.42695132677546,,,No Defect
52,PCB52,7,52,0.0397868798832681,102.86833808440385,213.344529788211,37.619299551681465,21.41159595616652,254.83941133937407,55.607538710615145,,,No Defect
53,PCB53,7,53,0.0410881100677063,103.60412293686326,195.12520058851047,41.854990168842285,21.29875040125166,255.47457460591588,61.88464131890629,,,No Defect
54,PCB54,7,54,0.0423989745256438,105.47945532695624,190.21075263857816,40.37178271840949,22.04438304810813,252.772171741619,67.93949493168118,aperture overfill,high stencil thickness,Solder Bridging
55,PCB55,7,55,0.0399376384853409,102.03192178451704,189.243930829424,35.10340637470125,23.6243533904426,259.18783620002955,56.17488552352722,,,No Defect
56,PCB56,7,56,0.0411169758665415,103.19371918936686,190.4238958699353,41.37964599022206,21.729348270607016,251.6620575824384,57.13267108031376,,,No Defect
57,PCB57,7,57,0.0369119151368246,100.16953322298752,234.51728485679308,31.05437786458701,22.00803864103608,254.8146114489261,53.62775003206188,,,No Defect
58,PCB58,7,58,0.0395995184484095,99.83532739263168,172.34807462609797,41.561631778339525,22.771142178938096,256.39750177794514,57.715277437564296,,,No Defect
59,PCB59,7,59,0.0397344656299611,103.34622217896928,224.9245782932789,37.87447162311253,20.62570042108757,253.6138476609688,58.60657324934224,,,No Defect
60,PCB60,7,60,0.0391859872662736,99.5551317986918,172.1908178662863,37.87108127858031,23.8551468597829,254.67195427187363,50.85778409792042,,,No Defect
61,PCB61,7,61,0.0424916770030403,105.02640614089898,184.6915110082544,40.47708916921872,22.35554115717748,254.82582734656268,64.91900614360286,aperture overfill,high stencil thickness,Solder Bridging
62,PCB62,7,62,0.0383412216957156,100.19205498538666,198.4371181017956,34.99386742827333,23.07584859399932,251.17568050816425,52.94863415306568,,,No Defect
63,PCB63,7,63,0.0382680755889034,100.01386445226828,206.2430924158103,38.83411574798557,21.476303328342137,256.8754012933356,55.99948070090037,,,No Defect
64,PCB64,7,64,0.0382608907730516,99.64412391996146,200.8447053809334,39.83712368852317,21.513177550474666,250.39132702089617,60.3833836383113,non coalescence,low peak reflow temperature,Open Circuit
65,PCB65,7,65,0.0388301979343777,101.603209924257,212.1291888023264,36.423516476983366,21.82128062877504,254.1005752920136,59.31415084198443,,,No Defect
66,PCB66,7,66,0.0389591439450326,102.71438781450196,225.76520285729364,33.46324903060871,21.853401017819955,252.5342947825103,50.79432296528417,,,No Defect
67,PCB67,7,67,0.0403053969482512,101.43695127869933,189.2338477681369,43.84103716923416,21.076661671569,256.2414983831987,59.98351548703717,,,No Defect
68,PCB68,7,68,0.0418932997076929,104.26163712948345,194.7416594687749,44.13820899607077,20.66339874256129,253.53642281082043,57.44329027855878,,,No Defect
69,PCB69,7,69,0.0412095133248598,104.27958508694684,206.6697336247392,42.223091250832695,20.482026774757443,260.490357744917,56.12253802794249,excess reflow spreading,high peak reflow temperature,Solder Bridging
70,PCB70,7,70,0.0382996879592277,99.91925419997368,207.71222878658145,41.89554189959676,20.48876166418477,255.09873437623648,66.20256360254466,,,No Defect
71,PCB71,7,71,0.0396068481260889,102.03947002757724,202.8761720006575,38.53542133209186,21.77697866944825,256.41099990185063,66.89890218306684,,,No Defect
72,PCB72,7,72,0.039875679380444,104.33176387203297,231.84573381088936,37.40231558830508,20.33132193318825,257.6949126134897,52.35791020712937,,,No Defect
73,PCB73,7,73,0.0399538425022693,103.75705356735725,231.84990424988544,41.29009622594202,19.200713908513503,252.05779428323964,51.82701404183348,,low ambient temperature,No Defect
74,PCB74,7,74,0.0406435816216064,102.79482646750404,206.35263052775767,47.36457151569347,18.99457483881282,254.07937560861265,58.49564894046365,,low ambient temperature,No Defect
75,PCB75,7,75,0.0424001070301601,105.72572921188112,199.8021266516096,43.62062834290522,20.50083003288848,254.7922490697048,76.28752196861632,aperture overfill; excess reflow spreading,high stencil thickness; high time above liquidus,Solder Bridging
76,PCB76,7,76,0.038530203745889,98.89477014175664,192.66429978248823,47.82451636782512,19.678519368360664,256.07411296194107,61.01026434334522,,low ambient temperature,No Defect
77,PCB77,7,77,0.0402434069891413,103.3119840552452,203.4800302861412,36.12835857231305,22.446695291888275,252.8146440309077,57.62658925010274,,,No Defect
78,PCB78,7,78,0.0437404522998244,106.61854035825816,180.6783536808558,42.57732086675652,21.992126426379656,255.2435511924585,55.14203288132409,aperture overfill,high stencil thickness,Solder Bridging
79,PCB79,7,79,0.0390026184702389,103.93400384035009,245.1703707057748,34.29334167722049,20.41545683444646,255.55640183624283,47.64501567684702,,,No Defect
80,PCB80,7,80,0.0413550818893309,102.38491484412276,169.14648860907377,42.01575500356322,22.842376522661294,254.8902718880163,54.24645608925925,,,No Defect
81,PCB81,7,81,0.0422860259702986,104.7772449437944,188.21139976341505,42.78702646642709,21.45609852678692,253.34680452491932,50.765246826405686,aperture overfill,high stencil thickness,Solder Bridging
82,PCB82,7,82,0.0382413847900991,100.20861243833924,208.216876640124,37.5312861973796,21.7308217474937,251.0885420503588,63.23739032118984,,,No Defect
83,PCB83,7,83,0.0378538612589794,101.73400244146256,230.2519915023604,31.095113692294376,22.25261273420121,257.7041306850796,62.24111263596659,,,No Defect
84,PCB84,7,84,0.040962415226783,104.11915356274392,211.06013067409728,40.558692637778734,20.696447787224702,256.574575396325,56.126201884774645,,,No Defect
85,PCB85,7,85,0.0419231252759048,104.42481046101908,189.779205284441,39.58226511171235,22.29571245886748,254.94854687875892,76.32442092329168,excess reflow spreading,high time above liquidus,Solder Bridging
86,PCB86,7,86,0.0384549754520099,101.30268103057313,215.80980232324777,35.56376952408466,21.83847965041329,254.40581002274104,56.80410336947773,,,No Defect
87,PCB87,7,87,0.0416432316194545,102.99261239431137,185.0111620607905,48.32472528839645,20.028499902112816,254.6246419174232,73.79469349981336,,low ambient temperature,No Defect
88,PCB88,7,88,0.039438430916999,99.59449660854692,182.53406751116532,44.473400227267945,21.291233558424462,255.70844670486085,55.705223837756506,,,No Defect
89,PCB89,7,89,0.0387064842291436,101.09999615868156,214.05120875788867,39.50569571768137,20.797563813400497,249.71232216957432,60.54100452679441,non coalescence,low peak reflow temperature,Open Circuit
90,PCB90,7,90,0.0466139273146961,106.71604126412868,122.26357031169655,51.98277094480386,22.848728077971952,254.2343085784628,67.285335649985,aperture overfill,low paste viscosity; high stencil thickness; high ambient rh,Solder Bridging
91,PCB91,7,91,0.0421365247973949,106.37891598160618,204.96066103428984,34.40656312535792,22.87302098791649,257.5207049251237,64.51940896806141,aperture overfill,high stencil thickness,Solder Bridging
92,PCB92,7,92,0.0410570388009049,101.47361227779236,163.64738565158262,41.04164797676483,23.462791759049164,255.8999946566231,54.14081557022392,,,No Defect
93,PCB93,7,93,0.0423076449090964,104.95389062234074,188.50118130566904,43.70285067992172,21.16425241932709,253.79405439590937,49.221117141028586,aperture overfill,high stencil thickness,Solder Bridging
94,PCB94,7,94,0.0416196168136309,105.53154566613956,203.75949066646092,34.69421663643726,22.856829045638687,255.2487106864249,69.93578810482217,aperture overfill,high stencil thickness,Solder Bridging
95,PCB95,7,95,0.0425283167939132,103.86930443038317,173.4527953887279,47.13868585586866,21.08846553324732,258.9371142414085,52.34116938661089,,,No Defect
96,PCB96,7,96,0.0366753303429686,97.63782102423689,204.98009181174524,37.36262217557294,21.96196992686583,257.0934082281823,60.21161047300144,,,No Defect
97,PCB97,7,97,0.0388161325153913,100.83275102188485,205.05036124021083,37.59120845236024,21.909901786413347,258.1531965624446,56.13686515594356,,,No Defect
98,PCB98,7,98,0.040317075987987,100.7164351329099,171.99220436703098,42.59488765534324,22.48849361204204,252.84044858433776,54.75014963742407,,,No Defect
99,PCB99,7,99,0.0381070448770741,101.09211663785784,230.13289502795328,37.831298866126566,20.295900653089017,255.01218520197244,61.93754121597169,,,No Defect
100,PCB100,7,100,0.0412268418344621,101.61953973798472,169.53027714570456,47.55080094368424,21.19625970825444,255.34229263675704,60.15399751975598,,,No Defect
101,PCB101,7,101,0.0387169559806652,100.68686078165798,201.8698274993255,34.609954565960614,22.976123330683844,259.36337968752434,66.84826158536424,,,No Defect
102,PCB102,7,102,0.0432253480598544,106.92586001879124,193.135528257766,39.62974617232187,22.077520846926536,256.0418291277356,63.896553202494765,aperture overfill,high stencil thickness,Solder Bridging
103,PCB103,7,103,0.0370061816711955,101.39873717080656,255.86591873135603,34.62459827459447,19.64080447803584,256.2022468023729,58.82342993393494,poor paste transfer,low ambient temperature; high paste viscosity,Open Circuit
104,PCB104,7,104,0.0370809227403316,99.5965048036404,223.58534413252207,33.950742292249195,21.820388360154883,255.93743153604376,58.7018022170216,,,No Defect
105,PCB105,7,105,0.0381647180325351,100.41104818995808,220.56129593982217,40.952524577682695,19.96859330578598,253.72837907728632,60.79149438570909,,low ambient temperature,No Defect
106,PCB106,7,106,0.0401827557939532,104.21961718232473,218.97706697881856,34.797215299409174,21.87785082591492,252.8317826960508,61.799640464951885,,,No Defect
107,PCB107,7,107,0.0383638773487624,99.97393598604634,207.388197815417,37.43718435456618,21.810677616873377,253.7784112631361,56.645558873303486,,,No Defect
108,PCB108,7,108,0.0408244376384457,102.77424193533584,192.1207076572336,41.34454096461628,21.621127024876728,254.39647002744485,66.63883577001484,,,No Defect
109,PCB109,7,109,0.0398741528927145,102.51378422259648,209.0691806106917,40.64416303716963,20.7752871761981,254.81952899218723,58.16211409868669,,,No Defect
110,PCB110,7,110,0.040351917448218,103.67180913619522,205.87740084469905,32.30112693029817,23.41636455646996,254.53939127809056,50.24257131911336,,,No Defect
111,PCB111,7,111,0.0362830186365005,98.40211195560192,226.2840040564709,36.67126908849722,20.84915816601678,256.6326716684467,70.76284353733544,poor paste transfer,,Open Circuit
112,PCB112,7,112,0.0387421933943267,102.526972563868,232.82238159820903,35.328104813587416,20.86374634222632,256.96912275523937,69.24215661442106,,,No Defect
113,PCB113,7,113,0.0403672137727111,102.26290764800532,189.5450423106573,38.23247070930656,22.6829638246666,260.702820056096,53.31531364186832,excess reflow spreading,high peak reflow temperature,Solder Bridging
114,PCB114,7,114,0.0441007304059655,106.8333571089185,176.29769115649458,43.50701610561212,21.98352915836768,257.0286553743965,55.91402526024075,aperture overfill,high stencil thickness,Solder Bridging
115,PCB115,7,115,0.0403392320435427,100.87066299953558,171.9551006988038,41.267984913548105,22.87494042472404,256.7347385667383,65.44588445468268,,,No Defect
116,PCB116,7,116,0.0428436469047186,105.1860234291476,173.25852397768907,39.51660966569936,23.323852350792706,253.5811513241253,55.59758080685002,aperture overfill,high stencil thickness,Solder Bridging
117,PCB117,7,117,0.0400669655376356,100.9846419025568,178.8566685775505,40.50364152302133,22.67119019058321,253.5743685859322,58.33084920877013,,,No Defect
118,PCB118,7,118,0.038827649074643,100.41796207078224,203.3935083494401,41.55467401404965,20.84781153264681,258.56821252125934,58.90824981284899,,,No Defect
119,PCB119,7,119,0.0407915015485685,102.11870068831658,185.4842447637008,42.14717453809778,21.79340958306181,254.047697688046,55.90473623426894,,,No Defect
120,PCB120,7,120,0.0379284860258282,98.47125677159944,188.90081364393149,38.45023391078853,22.63659060722469,250.84919573213983,62.94681346179859,,,No Defect
121,PCB121,7,121,0.039728133888366,100.09142847393063,170.76645966864788,39.242959141343405,23.532653290954485,256.4570988477359,58.9318903651856,,,No Defect
122,PCB122,7,122,0.0414102851650155,104.44529334985674,200.3641171382638,39.24278394039574,21.7299306866121,253.46284404866807,68.51342923580498,,,No Defect
123,PCB123,7,123,0.0378187637911011,98.29107322118894,193.33142886131355,40.44771034298458,21.780754248771053,257.2563136008196,60.95032119534464,,,No Defect
124,PCB124,7,124,0.0362986652246002,98.0607510647864,228.75712248947852,36.81514943444456,20.661063314291475,256.06514749731014,61.148386245406,poor paste transfer,,Open Circuit
125,PCB125,7,125,0.0389458852448216,99.52988330931932,187.86271826528903,43.9118187039755,21.11027991676185,256.86357452269186,70.04412912976512,,,No Defect
126,PCB126,7,126,0.0425946288015018,106.06353002891554,188.89865671591383,34.48568503499049,23.83257309712916,253.70043036361952,53.88195053680866,aperture overfill,high stencil thickness,Solder Bridging
127,PCB127,7,127,0.039461595315454,101.023141167931,185.23681690349315,34.30265530779388,24.084715126691297,253.49504773127407,58.15863138733978,,,No Defect
128,PCB128,7,128,0.0413741873379219,104.9660902034221,211.805141224794,40.90111371733226,20.54060534228913,257.3893346807599,35.13453118806308,aperture overfill; non coalescence,low time above liquidus; high stencil thickness,Solder Bridging
129,PCB129,7,129,0.0415502951438905,103.67479815207346,195.84376111569253,46.00434565452551,20.032173606915304,251.80447336704543,57.73078815041248,,low ambient temperature,No Defect
130,PCB130,7,130,0.0428151417028771,105.25126981729169,187.65392737882183,43.60679804691977,21.247782603349968,257.733953405327,64.28589184730384,aperture overfill,high stencil thickness,Solder Bridging
131,PCB131,7,131,0.0427892789314152,101.36819108255264,131.0605251196913,48.50087295057374,23.29060969506358,256.3437899899319,66.03770859249926,aperture overfill,low paste viscosity,Solder Bridging
132,PCB132,7,132,0.0399234538368087,102.73666294882742,204.38946674789145,35.32655349747786,22.61347469618964,252.26537937309632,63.67563900797944,,,No Defect
133,PCB133,7,133,0.0417287605925209,107.33334286102148,238.6382727273656,36.35988734120586,20.22639062536995,254.40134796651864,56.01924556009556,aperture overfill,high stencil thickness; low ambient temperature,Solder Bridging
134,PCB134,7,134,0.0397559825036893,102.75277746182384,218.5745069161001,41.25225807773022,20.009315111601616,258.84492311737984,61.71235976347069,,low ambient temperature,No Defect
135,PCB135,7,135,0.0385135582536338,98.12767993725828,182.79189324617147,46.32529684057795,20.71394593128661,255.15105330773005,60.54071416908794,,,No Defect
136,PCB136,7,136,0.040841462086047,102.38656484314949,196.3524773321671,49.138218381448524,19.076501214975547,257.79006959613105,57.3792459403108,,low ambient temperature,No Defect
137,PCB137,7,137,0.0401792604058643,103.92266993754582,223.21955479889155,36.98367789724415,20.977481809871687,250.5276227380188,44.3186555084413,non coalescence,low time above liquidus,Open Circuit
138,PCB138,7,138,0.0357569077420812,98.58279609062532,241.7549332658099,34.17853731386113,20.62090269401969,254.207250265582,76.39551409563157,poor paste transfer; excess reflow spreading,high time above liquidus,Solder Bridging
139,PCB139,7,139,0.0429934164211638,105.0435115874782,173.65215146810485,40.90922771371863,22.89362587487876,255.52844701108685,56.04317355019127,aperture overfill,high stencil thickness,Solder Bridging
140,PCB140,7,140,0.0395877145184205,103.64121292738449,227.83007161905053,35.1690240521044,21.216249533649734,257.47695042631153,68.4174005787251,,,No Defect
141,PCB141,7,141,0.0414806790789354,104.97024833917888,212.47834621347,43.35004128849646,19.78127872039618,249.92062164207903,62.16926746354208,aperture overfill; non coalescence,low ambient temperature; low peak reflow temperature; high stencil thickness,Solder Bridging
142,PCB142,7,142,0.0416104790109173,103.86210520910971,191.89431212080288,44.47771407248887,20.715532602146023,255.0153636250108,59.61717175617216,,,No Defect
143,PCB143,7,143,0.041907820522161,104.54669122588408,202.9448134000187,45.75773333009362,19.670724424601275,251.8907904861796,46.77875699654646,,low ambient temperature,No Defect
144,PCB144,7,144,0.0401856594322096,102.71160271688356,187.0597030775357,31.2867939705054,24.853889232828323,257.56794605851337,61.46859231740882,,,No Defect
145,PCB145,7,145,0.0421462921292907,106.11611536133682,216.2523848599764,41.63915541413107,20.058967051788624,257.4688466920217,56.73353951688858,aperture overfill,high stencil thickness; low ambient temperature,Solder Bridging
146,PCB146,7,146,0.0382550492759896,101.08083343377564,216.62774133612183,36.541633075457725,21.48546781536809,253.4314907021177,57.75107364094591,,,No Defect
147,PCB147,7,147,0.0390406956417261,103.342203474324,238.9204642446388,35.07484678474887,20.55931582564635,256.8919014586847,62.513876352452925,,,No Defect
148,PCB148,7,148,0.0422881463770231,106.0169067371684,208.06287585295712,42.79455710658888,20.219806428196527,251.2538197793068,60.44595226061664,aperture overfill,high stencil thickness; low ambient temperature,Solder Bridging
149,PCB149,7,149,0.0374142878909769,98.71647627162808,207.1915033369152,36.98217674992218,21.93617284125584,256.2519021807591,62.68383411511756,,,No Defect
150,PCB150,7,150,0.0405186771736972,106.17354019232788,239.6098514040416,32.05259691640489,21.408228347767658,255.0609769055715,50.43835807243477,aperture overfill,high stencil thickness,Solder Bridging
151,PCB151,7,151,0.0372312404742426,98.989421246275,215.98682870304012,37.11996421844898,21.353436275839,255.01867270413527,60.38641853436861,,,No Defect
152,PCB152,7,152,0.0414561027983769,103.44942812805324,185.01606295443256,40.025847352756976,22.438825050028463,254.3216937796083,66.76359150318316,,,No Defect
153,PCB153,7,153,0.0395619606563173,102.1567486385321,213.30362780495787,38.82976822783565,21.039175241731726,254.63520792668325,61.98951102449256,,,No Defect
154,PCB154,7,154,0.0344998168603633,95.45939980401498,228.7286558790973,39.45668636839592,19.862754170480496,252.40881993650405,61.82005164959055,poor paste transfer,low ambient temperature,Open Circuit
155,PCB155,7,155,0.0429034255740676,106.75723762403084,196.89548867478115,35.99885894629424,22.89837589464296,257.47997444406064,55.82297691291639,aperture overfill,high stencil thickness,Solder Bridging
156,PCB156,7,156,0.0379475839480784,99.26734108519688,207.89286205295733,40.54079656808647,20.85580198190758,257.5826405335286,48.21987211745418,,,No Defect
157,PCB157,7,157,0.0412281461637158,102.68952413996357,183.9973636094035,43.21505677984095,21.56721642452576,255.81147423363709,55.81065058110045,,,No Defect
158,PCB158,7,158,0.0415168289786262,106.26480616506215,225.38134008210525,36.65544510414006,20.94587657589869,253.53135748389204,58.435421103586044,aperture overfill,high stencil thickness,Solder Bridging
159,PCB159,7,159,0.0410027888232642,104.87012985097142,220.78782647552435,37.834400354787874,20.882455757682617,253.82230802519777,48.31539230970434,aperture overfill,high stencil thickness,Solder Bridging
160,PCB160,7,160,0.0392356417673824,100.48040680262535,193.77550471609464,41.28679473692572,21.51189110122892,254.87362642305612,54.38010812225226,,,No Defect
161,PCB161,7,161,0.0417585654249523,105.5171783099268,208.8161977306121,38.88180961092202,21.31205977528221,256.11237375321537,63.99273349862112,aperture overfill,high stencil thickness,Solder Bridging
162,PCB162,7,162,0.0414654486183838,104.55300411755672,210.1308916782356,44.94890487616952,19.45580526182239,252.60788899926928,69.85599879282277,,low ambient temperature,No Defect
163,PCB163,7,163,0.0382470826856604,100.6115862207334,216.0275566231276,37.4653551265712,21.254835244812533,253.02531579507612,46.38176999179719,,,No Defect
164,PCB164,7,164,0.0400534583010549,105.63776249708523,239.15167072461804,29.104804539442554,22.29272354192043,252.4044107418009,67.21970674214664,aperture overfill,high stencil thickness; low ambient rh,Solder Bridging
165,PCB165,7,165,0.043402832416108,109.5838838195059,235.946757428656,38.40970797047997,19.800036816028257,252.865080546696,69.27531846607377,aperture overfill,high stencil thickness; low ambient temperature,Solder Bridging
166,PCB166,7,166,0.0386783013525506,103.201698172401,240.4144488242806,32.09865695586171,21.3302551631145,255.18364788549715,49.485432450460536,,,No Defect
167,PCB167,7,167,0.0411528497178062,103.369071339261,189.95238940481383,39.40782482482837,22.31073536640224,254.26080075597093,68.93399137639604,,,No Defect
168,PCB168,7,168,0.0394884177854423,102.2996512885586,213.68653942676804,39.12638767174392,20.921320065347206,257.11710298570875,62.03843925443229,,,No Defect
169,PCB169,7,169,0.0424994132200618,104.59627406324384,177.6792308682447,39.42127211117701,23.07291716303394,250.3763481781964,61.586263301141386,non coalescence,low peak reflow temperature,Open Circuit
