PCB_ID,Stencil thickness,Paste volume per aperture,Paste roll bead size,Residual paste,Squeegee pressure,Squeegee speed,Squeegee angle,Aperture area ratio,Paste viscosity,Peak reflow temperature,Ambient RH,metal load,Time Above Liquidus,Root Causes,Mechanism Failure Causes,Defect occured
PCB12,0.10090808208476293,0.04158229594317217,4.015002792008966,4.741778528976177,0.3011072654325393,66.20463506402689,58.951381909107134,0.7226461663887616,207.48709205451937,255.36746822724953,38.92112867353912,75.66835544628968,60.038002810717614,,,
PCB13,0.10088136432266523,0.039094074117122346,4.029020650968037,5.145844653678368,0.29240581148396866,78.68866786141152,59.20623917329763,0.7265251214484686,201.9119284679319,256.13366697555745,39.0182818648996,80.00290492377098,57.865831368159014,,,
PCB14,0.09938948298606302,0.03895140763593929,4.200232438886815,5.138194713656681,0.3055533337581343,74.36486202427213,59.153254988373554,0.7178919910887265,200.8513526092461,255.46904380638065,37.49840797363853,81.14159405458493,63.95603310944119,,,
PCB15,0.10019926991897697,0.03830883315576842,3.9031607138178037,5.029818993752638,0.3122676352470097,66.9230150205623,61.74843815822864,0.7221967705428642,199.5458903650421,254.0562015030509,37.36641947424319,79.42505937345584,59.5344100546761,,,
PCB16,0.10185052759315183,0.040938973522970934,3.986319500743986,4.675189728184619,0.30768604572732383,68.04635144134787,59.08248890838226,0.7284027523887606,197.94414494106044,257.5001174525821,43.00409816534158,76.6062800570561,61.28266141264562,,,
PCB17,0.09728053090791117,0.03745947412637155,4.178927185573346,5.09971341930965,0.3007733047548556,70.38539526571311,60.16958069873011,0.7349942838616471,217.88932235520642,253.37112799461573,39.8203855864986,85.49683381456327,59.40890564989666,,,
PCB18,0.10189159880149673,0.038938082205146975,3.9112704027461134,4.905046101622284,0.3032389562446364,71.19982930970569,62.49543615834115,0.7068628488828015,193.06958507893492,254.81768048718178,38.10726768010924,79.69509994444496,60.391189918285185,,,
PCB19,0.10173955463063558,0.04003986212010119,3.979663741183789,4.917618687720644,0.29601767621985,66.17937189824487,58.50345695217882,0.724969687308623,184.62188080934436,255.24581773409676,38.383944525831026,73.93184625678768,59.648153816649994,,,
PCB20,0.09705192004329952,0.039492080693685906,3.9490680382656818,5.078983979727132,0.28233415391925337,69.9817478860062,61.57542940701667,0.7072107388983233,191.79679688861674,254.88274426736595,43.04831725090382,78.01966423964713,61.6513992996373,,,
PCB21,0.09999216291663011,0.03977862719383759,3.956299351457718,5.209533871968105,0.2969879241606309,71.91474439730041,59.92063921712183,0.6833171747131779,213.01544762497124,255.1818060157824,42.29392892452758,79.70796357428848,53.9025222395486,,,
PCB22,0.10217402966631156,0.041314644176466866,4.045202932220313,5.100288381732461,0.28781348995648337,72.14843136264213,61.24638034496542,0.7170596420445773,192.93148194233387,254.26478643828372,37.01372713209661,79.01070563460044,54.9186988528197,,,
PCB23,0.10033153903797186,0.04154521989707132,3.971067845225028,5.2691529825881185,0.31676295452153325,73.08533671249825,59.87666148097577,0.7327082209257846,194.74171870796866,255.83414082999025,40.11964277339536,78.48238269050262,59.667583519385104,,,
PCB24,0.09987978516718106,0.0419245075881348,4.098524389824818,5.186377375377588,0.29755130911084793,68.33149736904845,59.18417528810804,0.6990374474141123,167.5748683910885,256.6198057062179,41.28208979173056,76.62602630227116,57.94021044550721,,,
PCB25,0.09865639773629332,0.03740721041475009,4.009645176725673,4.997369875449515,0.30874111123619014,71.22858049792416,64.10545167659271,0.702844013293381,205.64321148956572,257.4894837780818,40.31873347029028,83.74271562015458,56.29122377942284,,,
PCB26,0.10032770934371991,0.04059022699172103,3.9596178213785085,5.049578177680271,0.30236828406265803,71.36165734209092,60.2850232493164,0.6865337999891984,220.66827392056067,257.3330226898383,40.54937614778814,84.82651769191845,56.00884132431704,,,
PCB27,0.10096021280855942,0.04001540707113013,4.128070002458797,5.00406034778992,0.30378069265315727,71.1005903302994,57.84248891126745,0.6812841841106189,194.86308512748582,254.05253393962292,40.73417085447814,83.56398163776088,57.66487786677738,,,
PCB28,0.09996760875762535,0.03993454657380103,3.7560867300332137,4.835995832341019,0.29113526997294914,65.21105905302792,58.78852457911734,0.6926711107927007,188.58275295972948,254.15243176148076,38.5146411664815,84.1903944815336,59.24069425120481,,,
PCB29,0.09910552211936881,0.03952920571986361,4.072126380646679,5.264001072872286,0.29251509155657196,70.41185734587042,58.854744158184886,0.7225589876324175,182.3437795700909,254.44757069283048,43.44296655996022,73.41246964287042,59.669317114062764,,,
PCB30,0.10048204699493807,0.04095347925743876,3.7966357794122345,4.951698145430199,0.3015640860207303,68.37338852088483,60.446736240276316,0.7280573216748104,210.82764850381062,255.86900557715313,39.636416821228075,79.62241490333595,61.57047542529251,,,
PCB31,0.10079547602504667,0.038520678331441176,3.999566012437043,4.974331260041234,0.31182748904850843,69.83147633984812,63.218926958888105,0.7339962299899421,204.30945479661804,255.1089117551278,41.218782284423206,79.33334972649654,57.11172594196313,,,
PCB32,0.10132771547346527,0.03851596614879302,4.037418749704737,5.025286347027234,0.29265837871941885,75.24421664623053,62.23183505131009,0.6968443892830107,197.02651828880616,259.5089415700504,40.716788256894596,81.06823171996726,55.8854508098887,,,
PCB33,0.0982158299585352,0.03903101079135448,3.958098324220559,4.579830748679265,0.304539449686185,74.13317280829472,58.783199955554,0.7238814967154916,193.87535257842228,255.74607372601625,35.10748425713463,79.64422444748654,59.09019619807401,,,
PCB34,0.09943186485561535,0.038529435036651585,3.996508218824112,4.898179433348146,0.31082474289090667,72.51582252453314,59.882091350040064,0.7062577306935285,202.8767007608382,254.31774645406867,43.2395878368717,82.05022805981972,62.863291103520694,,,
PCB35,0.09960574834044121,0.0410418756212178,3.9787619970123633,5.165562283738292,0.30252412903585235,61.888161639645205,61.74167076201161,0.7187525679168226,199.15104233164135,255.03000708423704,39.975675623472675,83.86175543845455,64.73663641098561,,,
PCB36,0.0982239866531698,0.041869431409718716,3.967487055735449,5.072108209926605,0.30742213946448144,69.31606545478411,60.15307375587719,0.7061746153597148,191.72010591167495,257.08119411786845,41.388758061126666,76.43123972683532,61.89446363450194,,,
PCB37,0.10047475898120516,0.04070822371180703,3.936397740024094,4.945766094491451,0.2715498377578952,68.82367838143279,59.879400498865124,0.6953284634114344,201.3244629876543,254.46126532893632,38.35244724331507,79.03019433952403,56.79193967015644,,,
PCB38,0.10064688502330521,0.04054716815638573,4.063539912063184,4.838274030692947,0.3222716613739087,62.97216197502835,61.43771569907258,0.6960680910250989,195.9103753457166,256.5367154631222,38.16680225049594,79.77886196143118,61.237663725776514,,,
PCB39,0.10301610223719947,0.0406432543064381,4.1516181218920085,5.104404150550557,0.29751669799922587,70.47710685227263,63.29787514691325,0.7498751646742429,196.44210022574637,254.62831043223062,40.171987363363286,74.87076583870025,60.69861661857223,,,
PCB40,0.0989780275456594,0.04092680841198284,3.9400524765853224,5.048430674454907,0.3055957058809925,73.53293092353192,59.546910493064956,0.6923713007792379,208.54139444439093,254.33824605620254,37.50061818037618,76.04999403424894,58.49541311597774,,,
PCB41,0.10098618238219313,0.04015630350406823,4.089436023810393,4.799229710147103,0.2753607702913372,71.67662555926934,58.22405486287099,0.740662862029168,209.74315197159677,259.260252194535,40.26762836458201,84.11573675178532,60.47048066400621,,,
PCB42,0.09839701118457571,0.0396482235498561,3.9351333856770188,5.014645886993091,0.3052029152905317,71.74737788865252,58.84754460536177,0.7052648240715113,214.74732591871333,257.6780077244459,40.22535855633225,82.16360843091823,59.05814390016702,,,
PCB43,0.09895927939624885,0.041524349139753794,3.9648004661647542,4.713995130818328,0.29933780736475535,72.66548035744864,61.50304038709348,0.7397336427383226,187.37646765465388,254.9726820008396,44.54669012497389,80.43235588667848,59.662610166613156,,,
PCB44,0.09855460086584567,0.039427130175421266,4.035666446703573,4.789337718211557,0.30439663948620377,71.11383034239667,63.885990359682005,0.7762575356908743,194.5863711811898,254.08539551086028,40.71191570143386,74.88132891624358,62.015275285190704,,,
PCB45,0.10016086014518677,0.040009779105069004,4.100329852338798,5.028935811898435,0.29704983243541,61.978277072947506,60.97720413420236,0.7517601982926159,200.77393557852105,255.866872766728,40.09582301798663,80.43756361010583,59.47485870768505,,,
PCB46,0.10182238856928356,0.04031315152737759,3.953090830947843,4.919124622815312,0.3154924341803307,67.15364624611681,60.20208841740682,0.6964356210463177,217.8148659076992,254.32631730950862,37.29171462079468,71.88653540045586,62.32448971984742,,,
PCB47,0.09992435617714257,0.038773709901255664,3.92856840649492,5.196025348376473,0.30113245050647486,74.66455000076088,59.788216235312724,0.7567181008557026,217.01300436214885,256.82514084123187,37.884924699722205,77.25734758362317,56.76067359441301,,,
PCB48,0.09915603112877223,0.0384237057061635,3.9636668177175105,5.2892188345128455,0.2892712673103932,70.80628652339276,57.409913280015864,0.7185182382290439,193.2590866997689,255.06899274851204,41.08047134806662,76.99586992347263,63.67487901522461,,,
PCB49,0.09815536934448503,0.040530513389009794,3.835575368401187,5.093650406642929,0.28492177774848326,59.28889081885067,62.15910308165834,0.6899956477186209,203.72392744816048,255.32507894525588,37.50728761999598,79.91713203269117,60.6271210254745,,,
PCB50,0.09916926821533036,0.037863900743321834,3.9374058776729823,4.852638197931418,0.29741907307483456,65.71729579434971,58.809884827075464,0.7334939705429009,219.56937605203467,253.31442750530988,43.27121726458578,79.41539203811806,63.0527937449003,,,
PCB51,0.09847999868239272,0.040779551299380545,4.214435183357925,4.776997341670263,0.31961537043686145,71.22337826092367,61.78947376957016,0.724129564557904,200.37630562239949,256.2256807900726,39.56083445018011,77.15562995437399,57.07291253636621,,,
PCB52,0.10046702449231787,0.03792435263412288,3.86301716823361,5.232742519994516,0.3161739874479418,65.58210730433903,57.0015827444126,0.7495077713036281,192.24099089705027,253.81687545447076,38.67511011921196,82.12656366918904,61.83087177574563,,,
PCB53,0.09783211522049164,0.0413500276948374,4.077081006168461,5.192790360728204,0.31482098712853296,64.91184919786009,59.81835879390892,0.7288586091618809,210.30132642931557,258.43973628397947,43.06635460980879,81.0106687052237,59.953300584085724,,,
PCB54,0.09967906690937654,0.03812769273311651,3.828431287011156,5.095486255037423,0.3001849211938192,75.78666559682894,61.519484089234126,0.7442173144530461,223.24370102834624,254.0546056328257,39.681844552735015,87.43687412922381,60.764514449601066,,,
PCB55,0.09819528272419265,0.03956475422141371,3.948754671868441,5.066147951173957,0.31252082650276164,64.53485192215615,60.144865271980905,0.746790703691934,200.40122466407018,252.68725592803065,40.706119832684706,81.47724222593571,56.42693541425668,,,
PCB56,0.10150066761500424,0.04180644621630158,4.002595285659058,4.872226897953025,0.3078234616139511,68.88067110408826,60.204199838037304,0.724734506995811,194.24531538527845,257.1733272465298,40.48539990022823,74.50610157888882,58.82685809904173,,,
PCB57,0.09964247852701479,0.04106316859805485,4.13259532428629,5.089161932625778,0.3009504134409748,67.67798247696754,60.705996985873014,0.7119369402392781,196.92260536431414,255.70028458877633,38.259324914338634,75.06981590337018,59.58643517474864,,,
PCB58,0.10071965254207926,0.037983718097235705,4.1000379216381235,5.116276049497325,0.31008877238593274,70.06189534330021,58.74449208680849,0.7381745977268145,175.41113332566607,255.91213049147373,37.78160363033278,82.2095949388607,65.90987106457628,,,
PCB59,0.10016939629227999,0.03973739831173867,3.9261583528229527,5.031122869764632,0.290854535531086,69.70624188394297,59.38550225733553,0.7231778419061003,203.99529281253425,255.90029507211707,41.61572271213785,84.75590550762024,60.24962507976696,,,
PCB60,0.10185926331460779,0.04070817659013952,3.981930726416104,5.141840354399344,0.3025046649515823,72.17771331002697,61.89506195564367,0.7306056618128883,183.00111003555767,254.24989632469024,36.75733043753048,86.04354734634133,58.37483841653089,,,
PCB61,0.10267209089360332,0.03985588845392165,4.093336075223633,4.908064860652829,0.30271852757316725,66.94399000934204,58.704876711368314,0.7192309340051016,195.07210382059415,256.05704875920713,41.84082079252406,84.88806524761104,60.20023931155701,,,
PCB62,0.10349154229423742,0.03830216861003436,3.7336657917088316,4.9792559588318985,0.3172964545731257,68.91187874386974,57.86270802964317,0.7274969557926811,214.88720329163425,256.6414949848413,40.91866425843601,84.60487127683811,59.71337790729442,,,
PCB63,0.09966471703604743,0.03985245964408775,4.038455501925356,4.970771728433794,0.29920653677835385,67.23664446885526,59.15827071190806,0.7136883688118622,198.81349228095553,254.07492662901205,39.40446126361684,86.35468746886093,57.353062460347275,,,
PCB64,0.09879696185419672,0.03579915558753221,4.025476168338857,4.965065272998536,0.31422130042678675,73.80097473653969,60.7967766163185,0.7050095568191495,198.1045645975913,257.2269209392746,42.00768368437308,78.53136666830147,56.56484621353569,,InsufficientPasteVolumePerAperture,OpenCircuit_PCB64
PCB65,0.09928706596242316,0.03642964108117947,3.7815981623408446,4.796084237464406,0.2943387806849704,71.77721410294731,64.17260200163649,0.6996974529340025,210.35940240935292,258.2323553640425,40.92067387277959,81.838896392003,56.26308567145953,,,
PCB66,0.09993272952117857,0.038862640869306124,4.205463208067186,4.91529385677907,0.28699524389831893,66.12861506918725,59.68439871267417,0.7602501851030675,208.85826328249738,252.79019028166167,40.71377075537776,84.41582888135571,56.826043182449666,,,
PCB67,0.1004606930078616,0.04316647033658748,4.2795614491184475,5.043223548721959,0.2867428874883723,68.82768715962996,58.2863294391041,0.7285738498296838,205.85234680758026,253.6555653315153,40.65013100807643,81.90554260249225,63.10313933842663,,,
PCB68,0.10121718361262552,0.037869655058431505,3.9853359949619973,4.809888381118402,0.3031605997696429,68.2594126954562,61.634121114774345,0.7256397053900061,207.94076089653353,254.66120446530888,39.72312688266022,74.78682888604878,58.41915422675094,,,
PCB69,0.099144894092551,0.03917630342170298,4.233099607476755,4.92583310110622,0.2945998395749377,67.29276942373733,60.95339638548056,0.7270283551571667,211.4473044115362,254.2747785981492,39.865552260977836,79.92679683872537,59.24362163769005,,,
PCB70,0.10133353350079825,0.039812170716844945,3.822925521440975,4.90634642129458,0.2861236537009394,68.53806754969126,58.587274229810205,0.7309589811134372,184.62149614308856,255.83774216424746,40.6256680373012,83.55049199194848,59.55495651417775,,,
PCB71,0.09678924220848013,0.04039918375139811,4.056970110132196,5.199727908205674,0.30608840151851857,65.10219480149878,57.64100851947275,0.756310158899032,202.72037973242172,255.87623468799518,35.6807724502945,75.04152606355902,59.18913377251039,,,
PCB72,0.09980144450587967,0.03908352016986318,3.9698662008196166,4.968980621303695,0.30276883932045034,72.1709857094251,59.23768765445573,0.7663231961558976,202.96799115910198,255.4893662290258,38.376444519755154,75.44024130881404,60.915660266348276,,,
PCB73,0.10100204108398651,0.040605655157911404,4.161153151334155,5.244245488775217,0.2997323390600571,68.17706912046141,59.350699726408095,0.7147485499563778,193.9769802069895,256.7298387705661,40.84192397404929,83.58769005217007,59.80405322905699,,,
PCB74,0.10115847016821687,0.04058151690483014,4.222925817613137,5.0053525411883335,0.2826313747582615,71.82638457556453,57.8039750791024,0.7392838836299728,199.94427333697303,254.09005185131224,42.69339606453817,83.60490894189628,59.66127477981171,,,
PCB75,0.10222395770833378,0.04049043406947581,4.066750662627454,4.941267801147781,0.30543475879946896,66.75159475343858,61.896592554178625,0.717667712935698,217.50296360705624,252.49843525307162,39.74795365893881,79.49094114756836,58.56204751619805,,,
PCB76,0.09986731320704467,0.03988158044508158,4.199637724133682,5.066579106236586,0.3126550384178156,70.39745040735997,57.98447117931023,0.7314733484433517,201.4281155955767,255.4112505087924,46.06325705651898,76.84034149833226,58.443799040474744,,,
PCB77,0.10118288784440946,0.03893393134278588,4.132115653303694,5.066402173778168,0.2927663141117133,71.92851226939003,62.106157633214956,0.7428841377202677,207.38040346818389,255.2984971315041,39.58891906099757,79.451168709058,59.75618797572739,,,
PCB78,0.10328340484019152,0.04158220541251412,4.001176815414713,5.01476888505935,0.2945790597697367,71.56016475107769,60.064735372589666,0.7007930152745556,196.71047369000638,255.5113393561577,40.58444930928622,78.99118221713178,55.41408126492652,,,
PCB79,0.10115758210356407,0.041432077017357294,3.90020631046717,5.146127973480297,0.3095275342666396,67.57088503625224,62.19079530912809,0.7197448089762402,209.85725558964944,255.59869453036157,41.33432817483778,79.62307606118755,59.82418573801108,,,
PCB80,0.0997590426377358,0.0414398128698039,3.8718023128804884,5.013208739750584,0.2811903635614782,73.78362525368385,60.3543670007985,0.7108682025648029,182.39441127032302,253.99008031228848,37.66413477823644,82.83899538945755,61.25315383140867,,,
PCB81,0.09993306942094436,0.03991029140167449,4.032147779623152,4.998524856374517,0.3011001311092832,67.92574847892737,61.487493667852135,0.7271840930602674,192.2128239792404,254.31039408095586,41.747887056636735,77.5644653665136,62.900178373878134,,,
PCB82,0.09906368897320912,0.03985722370453403,3.87428925893202,5.129704465621698,0.30631602157773236,70.70276728969318,61.203758532245836,0.696588274545382,198.4746603945884,255.47319226742215,42.688270046176804,78.32160585949006,59.46994704883769,,,
PCB83,0.10014097309552229,0.04070431454465971,3.9535045557249777,5.042750637698974,0.3011019302968432,72.35074078979608,60.86089302003516,0.7465952497101752,197.66843925321845,257.20682806623313,37.244153512994274,75.80444414353123,56.927348224095894,,,
PCB84,0.10098508216588012,0.03894622239285434,3.961196227841852,4.627539843203199,0.3024815890510361,70.64953324999863,60.42684341753114,0.7416676753840906,227.2246984549384,253.64704847461084,40.084174442754666,80.55838045155157,57.66110330442995,,,
PCB85,0.10022377566795075,0.04050875664734805,4.0322435336050795,5.11991959268214,0.3120721586992983,65.6976632007917,63.015433166086474,0.7593217486350091,178.80645950812936,255.73613250228215,43.127468769019885,75.7738312897541,59.469897219424745,,,
PCB86,0.09804567793438822,0.03921372302840875,4.067608399603483,5.00457338707237,0.3024488406527821,71.8931349393423,58.67427572963576,0.7472738260109799,200.65237182327917,254.05269778800266,42.939969291666245,78.4326053858642,62.198833363306434,,,
PCB87,0.09846675751097757,0.03957844747968735,4.023566779099971,4.917225681936223,0.2895333128792713,67.40703281694213,59.29760100910902,0.7297451556474478,199.64180399109247,253.34211314405226,35.93549508168513,78.55444932145976,57.97759115512995,,,
PCB88,0.09874626639848988,0.040104780841773345,3.7460115738416455,5.160383445093384,0.3066783768386259,66.13502259975502,61.25034566867087,0.6920176229117785,203.01679942804722,258.9099125162028,39.05806006787007,86.84360873429507,57.90337423598398,,,
PCB89,0.09965036266706051,0.040698081103731666,3.9253327973544536,4.794046971295909,0.2870125032707402,64.10885061429241,59.071308098223135,0.7342234675259737,217.85963785262666,254.58001000847716,39.51571912750675,81.98424701927576,59.62266357131266,,,
PCB90,0.09852311524849099,0.04060252361989702,3.954637060930433,5.174417862984944,0.3043846045652258,69.65668344625837,57.61553200257304,0.7089441825345065,188.92599415048477,256.0707436103801,40.73912812065708,79.13803816972434,60.42086439243522,,,
PCB91,0.09629326362171707,0.037703616953729605,3.980287369170676,4.7174121715504205,0.2928469705252691,75.30257298064932,58.55346525898387,0.727712388014565,223.16082043093465,252.85726353461166,41.28878778558417,84.16409889209483,60.8567355118434,,,
PCB92,0.09939273771006671,0.04242322892453641,4.0811399095591545,4.897757763936041,0.28923712812217933,65.2456819391517,60.572015440607096,0.7306287438331553,178.208545831376,255.93583552599128,37.333577101687084,82.31450294970904,60.960552465016804,,,
PCB93,0.10174910040080373,0.0396252144624822,4.015418093603334,5.049990421009576,0.2931615799199095,69.29338831877469,59.79420050936628,0.7472971703638295,213.5979353345082,252.19452032755348,37.04697965728431,77.21119638911726,55.925203621116864,,,
PCB94,0.10143683708989508,0.038830857818113906,4.106472660598161,4.887045927552204,0.3121839530819797,73.80190410025872,61.47142921786799,0.7404811440268259,204.9797763904839,254.51626569786347,42.61714996118972,80.22944292620801,58.50522901369526,,,
PCB95,0.09790478775283823,0.039885791508314485,4.009430997527298,5.1771756494690235,0.3048004758068871,67.25702791296912,59.54402266708713,0.7317188340704824,191.34729820703,254.81867089349487,38.33605920467656,75.09143725432904,57.905057438499455,,,
PCB96,0.09951218401614752,0.04037805752438345,3.8795232871717933,5.238442752296729,0.2990308076023074,69.90410295931841,61.0857564499209,0.7402275683270922,190.40215757821682,253.10752486656872,39.77317370931613,85.00412806266641,62.71424545978044,,,
PCB97,0.09955207484934354,0.036895472126161344,3.8533035541241016,5.0793933776493265,0.29953886109972616,70.25741594862674,61.71653974014288,0.7212872819875166,206.2346032056509,253.40064944999386,39.89563882984853,76.5468273622504,57.75145430117267,,,
PCB98,0.10193449079700428,0.04153410537665242,3.937527718074535,4.927637441101267,0.3124029151291001,65.9433944195107,60.2970488607968,0.7003629277722702,214.94785047581146,253.86272748833983,41.670147924104135,83.58760734353487,60.393262711398755,,,
PCB99,0.10031870096516678,0.040826150263225114,3.925312508276639,4.976116548534011,0.3066088032355863,70.52844789016012,58.52449170814979,0.698360054841124,189.95592138525785,253.92430150247887,41.36392411276361,72.1326255629887,57.863719469971166,,,
PCB100,0.09996986435105484,0.03959824211522692,3.908512017072865,5.183416847378998,0.3144644636981869,71.78030720611623,60.97789008754629,0.7149438159394682,179.00257794229879,255.82692282502686,39.593266205388375,78.59444900862512,61.76227508601929,,,
PCB101,0.10073701528592181,0.038432714404117295,3.899802896624125,4.940626006676519,0.304828863730634,70.6020357382864,58.93584867715603,0.7305406084048871,208.1433016431119,253.300609913375,40.94788721530205,79.38464419641892,62.10953281898089,,,
PCB102,0.09736263592251156,0.03971240559827802,4.103389669150462,4.938805686495994,0.2976951364302637,60.84862394565003,58.5115151610465,0.7268375968652273,205.2794727928147,251.70593436007627,40.53795620076673,75.71934600537784,61.14792481944612,,,
PCB103,0.10104283101042127,0.04020750455606223,3.9625350237785657,4.773510673076594,0.31154883118335985,65.69162585240994,59.62134302028542,0.7032307414116896,213.24761452152677,253.12995363853014,39.299251219721484,80.35606609508874,58.54328687375608,,,
PCB104,0.09931472110582304,0.040333641757054076,4.045741743635495,5.016269689637263,0.309862535776824,73.252771792584,61.52031029611147,0.7565754519115655,206.6414588463444,253.23079814055288,38.80275241221946,81.6286430329368,60.26820195007928,,,
PCB105,0.10309956408854347,0.03797230230786391,3.9823001725953193,4.8824003652286345,0.29412250941363166,71.16053041004044,60.39408535561454,0.7236587980359309,199.07108716121547,255.13592534341868,42.667979434108744,75.53232054087594,61.77627484185668,,,
PCB106,0.09865260010853372,0.03954022984258509,4.000711073317839,5.137553890535677,0.2910034331313225,60.5075922339322,57.999272684272995,0.7124746129412769,198.725358957562,254.40335603469214,40.28872515541816,81.35195740566385,62.769741379112155,,,
PCB107,0.1004462751279041,0.041110663607311124,4.008360345520197,5.077484351662026,0.3164600976064987,70.7512960847637,62.465308299495156,0.6995277774977207,194.5882520291029,256.3781021778838,44.4763710017954,70.60941175192363,61.673234431313766,,,
PCB108,0.10060125370685047,0.04051911515773113,4.019425192955663,5.0698023152494445,0.28672365825447776,72.87830178607321,59.623828544292,0.7122103972535404,201.74409334841664,255.54356499214057,41.194812157839706,78.21847890107267,60.10711769876633,,,
PCB109,0.09934751366930142,0.039115671889471806,3.7454475815048123,5.0169508373210085,0.3063999308500694,70.23080370898428,59.763793714625,0.7330325515215903,189.08842166403866,255.57586981803962,37.159927504398745,74.47344844008133,62.020354479078506,,,
PCB110,0.09775057767811138,0.039448040302204286,3.870217581769474,5.159009438828398,0.3097234692954345,65.45860524602635,60.16707964332242,0.7789804460883784,196.45441790619694,256.54413371615635,39.62239759569596,81.42624257140208,55.01451487472775,,,
PCB111,0.09902153079417314,0.03939960042456668,3.958323844141834,4.664092630489056,0.3111733074300884,64.96257008807542,60.415946196472035,0.6957293965200361,206.24592368726124,252.8484257266335,38.732804034781424,81.29698939314744,59.8093122765638,,,
PCB112,0.10012143771037087,0.03945631867365172,4.002407324846245,5.198263014323079,0.3228929555090935,67.93237389282748,60.26654864111022,0.6897103094208104,216.83880234860595,255.71299480165382,42.73102756916076,77.15651081617266,63.952576924083765,,,
PCB113,0.09935942876879612,0.039817705793384665,4.062035736808939,4.886262438782623,0.2988453495937894,76.53488957778234,63.274607324958566,0.7393068988142666,191.58592513262278,255.5344553697403,38.47860832731007,80.76121799162154,61.43805279797292,,,
PCB114,0.09752463088690759,0.04033820757581815,4.05622435532248,4.680430817205988,0.30909553256816413,72.67678960499991,58.24719910069169,0.7493644027734181,201.7474350792346,252.86268280748297,37.08825449160527,81.70014678460748,57.938652600574635,,,
PCB115,0.10137293526719371,0.038807310636008785,4.090154889746028,5.01823821378705,0.30680203013792295,67.21472094377671,61.53148739085412,0.6892870277684936,191.97279292596716,255.1821600542067,38.8017456542403,78.12866269235447,58.866455544825,,,
PCB116,0.09761169235918109,0.039527904472426746,3.973584329306368,5.1706471014034685,0.3175263090369415,64.90416437908883,54.886949430238104,0.7569712679004644,189.99713232724065,256.68397035921913,40.63183478551625,80.73397749080937,55.39908219317269,SqueegeeAngleTooLow,,
PCB117,0.09985335599754512,0.03775705932434092,3.9086055429410265,4.764097200516033,0.29848660266284116,65.00017333872138,61.02147390849865,0.7195921633756134,179.89796573008633,255.4448739358593,42.20925156259773,77.33631408951412,59.51588317730787,,,
